review,rating,date,bank,source
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play
it good,5,2024-11-12,BOA,Google Play
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play
I need a support the app is not working,5,2024-11-12,BOA,Google Play
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play
Wweeeer,4,2024-11-12,BOA,Google Play
Infinx,5,2024-11-12,BOA,Google Play
Great service,5,2024-11-12,BOA,Google Play
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play
senayt Mesfin,4,2024-11-08,BOA,Google Play
Bad app vety bad.,1,2024-11-07,BOA,Google Play
Abessnya Banke,5,2024-11-05,BOA,Google Play
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play
Professional on banking app,5,2024-11-01,BOA,Google Play
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play
Fast transfer,5,2024-10-24,BOA,Google Play
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play
Amrumehamed,1,2024-10-21,BOA,Google Play
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play
ደደገነሐ,5,2024-10-15,BOA,Google Play
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play
Good App,4,2024-10-12,BOA,Google Play
Best app to me,5,2024-10-11,BOA,Google Play
BOA,5,2024-10-11,BOA,Google Play
Abdulkadir,5,2024-10-11,BOA,Google Play
Bad,1,2024-10-10,BOA,Google Play
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play
Nise mobile bankig,4,2024-10-05,BOA,Google Play
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play
Worest app,1,2024-10-03,BOA,Google Play
The worest app ever,1,2024-10-03,BOA,Google Play
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play
Wwwerrr,5,2024-10-02,BOA,Google Play
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play
Great For Financial company,5,2024-09-30,BOA,Google Play
Very easy to use,5,2024-09-30,BOA,Google Play
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play
Amazing,5,2024-09-19,BOA,Google Play
Great app with great services,5,2024-09-19,BOA,Google Play
Yes active user,5,2024-09-17,BOA,Google Play
Shameful,1,2024-09-17,BOA,Google Play
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play
Bes and freindly app,5,2024-09-13,BOA,Google Play
It doesn't work.,1,2024-09-12,BOA,Google Play
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play
Smart technology,5,2024-09-10,BOA,Google Play
Yegema app tish🪨,1,2024-09-08,BOA,Google Play
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play
Fast one,3,2024-09-04,BOA,Google Play
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play
It is ok,5,2024-09-01,BOA,Google Play
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play
Apollo's,1,2024-08-29,BOA,Google Play
The worst experience ever,1,2024-08-29,BOA,Google Play
Hussenaliumar,5,2024-08-29,BOA,Google Play
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play
It is not work for my device,5,2024-08-27,BOA,Google Play
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play
The worst app ever,1,2024-08-26,BOA,Google Play
Betanya Gebre,3,2024-08-23,BOA,Google Play
I dont recommand it to any one,1,2024-08-23,BOA,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play
ትርሃስ,5,2024-08-19,BOA,Google Play
Gio,4,2024-08-19,BOA,Google Play
App isn't working,1,2024-08-18,BOA,Google Play
so far good but always it lugs,3,2024-08-17,BOA,Google Play
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play
Horrible,1,2024-08-14,BOA,Google Play
Mostly not working 😑,1,2024-08-14,BOA,Google Play
Awesome 👌,5,2024-08-12,BOA,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play
Wedi Tekle .,5,2024-08-11,BOA,Google Play
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play
Nice appp,5,2024-08-11,BOA,Google Play
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play
Gooood app my dear,5,2024-08-10,BOA,Google Play
Harun tamam galanaa,3,2024-08-09,BOA,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play
Gamebela,1,2024-08-08,BOA,Google Play
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play
Good job,5,2024-08-07,BOA,Google Play
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play
Bad app .,1,2024-08-06,BOA,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play
Review,5,2024-08-06,BOA,Google Play
Goood,4,2024-08-06,BOA,Google Play
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play
Very disappointing application. it's getting worst by the day. both Amole and their super app. Just abysmal. Very sad.,1,2025-10-31,Dashen,Google Play
"Banking made simple, smart, and safe.",5,2025-10-28,Dashen,Google Play
It is the best of all i liked it i used it almost 2 years. As a idea i ask dashen bank system officier please make it self registerable app,5,2025-10-27,Dashen,Google Play
gngu,5,2025-10-21,Dashen,Google Play
"The app is very good , but it does not tell the account number to which transfer is made and the transfer reciever also does not know from whom the transaction was made.Moreover it requires frequent update within short period. Hence improve it accordingly.",4,2025-09-09,Dashen,Google Play
"The best app and easy to use. The only draw back, it has no password reset option without going to brach. Pls modify it.",3,2025-08-24,Dashen,Google Play
Please enable the app for sreen shoot,1,2025-08-19,Dashen,Google Play
the best mobile banking app in Ethiopia,5,2025-07-19,Dashen,Google Play
ግኡድ app,5,2025-07-17,Dashen,Google Play
it's awesome application but there is no available card less système,5,2025-07-12,Dashen,Google Play
The app suddenly stops,1,2025-06-12,Dashen,Google Play
it is even super than super app,5,2025-06-12,Dashen,Google Play
It would be more helpful if a/c no used for transfer are saved and usable for any future time transfers,4,2025-06-10,Dashen,Google Play
truly one step ahead,4,2025-06-09,Dashen,Google Play
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17,Dashen,Google Play
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16,Dashen,Google Play
"Worst app possible, I don't think it gets worse than this. Least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. Even after getting past all the hurdles you are restricted with a min and I believe a max amount of your own money you have access to, not to mention time restrictions; I wasn't able to access my money past midnight multiple times. You can't change tab to another app, having opened this without it crashing.",1,2025-05-15,Dashen,Google Play
I'm a Dashen Bank customer as I know its function and duty. Thanks.,5,2025-05-15,Dashen,Google Play
Amole is the digital mobile application what i prefer.,5,2025-05-15,Dashen,Google Play
best mobile banking app👍,5,2025-05-10,Dashen,Google Play
Complicated and fake app,1,2025-04-29,Dashen,Google Play
Its Good updation from Previous,3,2025-04-25,Dashen,Google Play
yarid dima,5,2025-04-17,Dashen,Google Play
"Requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app I've used and always fails when you want to make urgent payments.",2,2025-04-10,Dashen,Google Play
dashin,3,2025-04-08,Dashen,Google Play
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt I will be not preferring this bank with no unique incentives.,1,2025-03-29,Dashen,Google Play
everything is perfect,5,2025-03-29,Dashen,Google Play
Dashin Bank#1,5,2025-03-20,Dashen,Google Play
Both Amole & Dashen superApp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18,Dashen,Google Play
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18,Dashen,Google Play
I use this app so many times so i like it,5,2025-03-17,Dashen,Google Play
Why did u change the option to transfer to other tellebirr account,1,2025-03-17,Dashen,Google Play
It's nice and simple to use app.,5,2025-03-17,Dashen,Google Play
Just 👍,5,2025-03-15,Dashen,Google Play
Not god its,5,2025-03-14,Dashen,Google Play
Regarding Internet banking i really choice a Dashen Bank and I have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.Thanks!!!,5,2025-03-08,Dashen,Google Play
It doesn't work,1,2025-03-02,Dashen,Google Play
ምርጥ,5,2025-02-28,Dashen,Google Play
Please the update is refused to be download on my phone tecno f1. Please solve this issue ASAP,1,2025-02-26,Dashen,Google Play
"Very poor service, always not responding when ever we need to transfer I rate it 0 !",1,2025-02-23,Dashen,Google Play
The recent update is broken. It diesn't allow to take screen shots (which by it self is not a problem) and the share button of a transaction doesn't work nor it will download the transaction receipt. I know security is especially important for banking systems but such a huge limitations on functionality will not serve the app any good. I guess the super app is the way to go.,2,2025-02-21,Dashen,Google Play
It is good but have so much problem ...even it say not compateble to your phone...it not easy for work ..,1,2025-02-20,Dashen,Google Play
Dashen bank ATM,5,2025-02-20,Dashen,Google Play
Good Banking App,5,2025-02-17,Dashen,Google Play
stay hamble,5,2025-02-14,Dashen,Google Play
ይሄ አሪፍ,2,2025-02-12,Dashen,Google Play
good app i like it but still i am confused because i cannot use prperly so Please check the app,3,2025-02-12,Dashen,Google Play
Very slow and it seems it needs update everytime,1,2025-02-12,Dashen,Google Play
Open app amole dashin,5,2025-02-10,Dashen,Google Play
Akiliua,5,2025-02-10,Dashen,Google Play
Perfiekt,5,2025-02-10,Dashen,Google Play
Help,5,2025-02-08,Dashen,Google Play
A very fast mobile banking app,5,2025-02-07,Dashen,Google Play
It's nice and easy to use,5,2025-02-07,Dashen,Google Play
Nice app,5,2025-02-07,Dashen,Google Play
Good app i used it always,5,2025-02-07,Dashen,Google Play
It is very very slow pls update,2,2025-02-06,Dashen,Google Play
Very slow and it seems that every update something else is not working. The latest update doesn't allow me to use biometrics anymore and maximum daily transfer to Telebirr is 5k?!,1,2025-02-04,Dashen,Google Play
Good app Amole Wonderful,5,2025-02-01,Dashen,Google Play
This app needs many modifications. It takes long time to log in to the account. It is not as fast as CBE. please Update it🙏🙏🙏,1,2025-02-01,Dashen,Google Play
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,Dashen,Google Play
I am glad to customer with you .I have plan to use dube ale and amole.,5,2025-01-27,Dashen,Google Play
WOW that's awesome,5,2025-01-27,Dashen,Google Play
I cant choose select an account,1,2025-01-26,Dashen,Google Play
Good👍,5,2025-01-22,Dashen,Google Play
we needs modification at all !,1,2025-01-14,Dashen,Google Play
It was good at first but now the system is very bad.please try to fix it.,1,2025-01-14,Dashen,Google Play
Generic error how tofix,4,2025-01-06,Dashen,Google Play
Fast and suitable to learn.,5,2025-01-04,Dashen,Google Play
"The app is extremely slow, often stuck on the logo. Security is poor, requiring only username/password. This allows unauthorized transactions. A large company like yours needs stronger security, such as two-factor authentication. The app's speed lags significantly compared to others. Numerous updates are needed to improve performance and security. Currently, it's a frustrating and time-wasting experience.",1,2025-01-03,Dashen,Google Play
Sometimes it's soo slow,3,2025-01-01,Dashen,Google Play
the best app I used always,1,2024-12-31,Dashen,Google Play
Amole apk is ..... it's very good apk . please used amole Apk,5,2024-12-29,Dashen,Google Play
fast and secure app,5,2024-12-23,Dashen,Google Play
I am new for this App let me to use and i will rate 5 star while i get Satisfie,3,2024-12-17,Dashen,Google Play
Yeb,5,2024-12-12,Dashen,Google Play
Good Ait service!,5,2024-12-09,Dashen,Google Play
Sisay mustefa abani,5,2024-12-09,Dashen,Google Play
"It can't load, even in a fast network connection. This app is so bad that it needs fixing",1,2024-12-05,Dashen,Google Play
The best mobile banking in Ethiopia 👍👍,5,2024-12-03,Dashen,Google Play
Thnk you,5,2024-12-02,Dashen,Google Play
I like this app b/c it has many options and easily useable,5,2024-11-29,Dashen,Google Play
Its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28,Dashen,Google Play
It is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28,Dashen,Google Play
Naysssss,5,2024-11-27,Dashen,Google Play
It's good,3,2024-11-21,Dashen,Google Play
Big love,5,2024-11-20,Dashen,Google Play
Please decrease app size,4,2024-11-09,Dashen,Google Play
It's great,5,2024-11-08,Dashen,Google Play
Alem Zeleqe,3,2024-11-08,Dashen,Google Play
Great Financial App,5,2024-10-28,Dashen,Google Play
Deshan bank,5,2024-10-27,Dashen,Google Play
"Still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22,Dashen,Google Play
It's such an amazing app. Truly Dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16,Dashen,Google Play
Best App for all users.,5,2024-10-02,Dashen,Google Play
I ilke very much,5,2024-09-25,Dashen,Google Play
"The app suffers from severe performance issues, particularly with response times. The backend seems to have high latency, as the OTP generation and delivery process consistently delays, even after the server acknowledges that it has been sent. API requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. I know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12,Dashen,Google Play
"The security, cool, every time OTP!! The UI, let's not talk about the UI, But how the heck it says ""offline mode is not available"" something like that, when I enter more than the max amount to transfer. Fellas i am a web dev, this is bad UX. It needs update on the UX. Will see the UI later.",3,2024-09-10,Dashen,Google Play
Select from Sending account option not working when trying to send to other banks,2,2024-09-08,Dashen,Google Play
It's not working,1,2024-09-08,Dashen,Google Play
nice App,5,2024-09-07,Dashen,Google Play
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03,Dashen,Google Play
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24,Dashen,Google Play
🔥,4,2024-08-24,Dashen,Google Play
"Although the application is good, but, it is difficult to get out. The app does not work to get out with the back cursor . Fix it quickly.",1,2024-08-22,Dashen,Google Play
Go,3,2024-08-21,Dashen,Google Play
"I like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15,Dashen,Google Play
Suaud,5,2024-08-05,Dashen,Google Play
wenderfull,5,2024-08-03,Dashen,Google Play
Nice app in Ethiopia,5,2024-08-01,Dashen,Google Play
simply the best,5,2024-07-26,Dashen,Google Play
Very nice mob app,3,2024-07-26,Dashen,Google Play
"I hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28,Dashen,Google Play
Wow Very Nice App,5,2024-06-22,Dashen,Google Play
Telebirr agent deposit is not working until now. Please fix it. Fix it fast.,5,2024-06-19,Dashen,Google Play
The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,5,2024-06-15,Dashen,Google Play
Memekaye miliyoon girmaa,3,2024-06-14,Dashen,Google Play
This app is 🤩,5,2024-06-12,Dashen,Google Play
Be adjusted this app is not available anytime,5,2024-06-11,Dashen,Google Play
Super app,5,2024-06-10,Dashen,Google Play
"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",1,2024-06-09,Dashen,Google Play
Best app....,5,2024-06-06,Dashen,Google Play
wow amole,4,2024-06-03,Dashen,Google Play
We,1,2024-06-01,Dashen,Google Play
Tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31,Dashen,Google Play
"It's good enough. But, there is slowing in beginning of the App....",5,2024-05-24,Dashen,Google Play
"Good for safety,take long way though",5,2024-05-22,Dashen,Google Play
😘,5,2024-05-20,Dashen,Google Play
Bad app that not helping me the is not login,1,2024-05-18,Dashen,Google Play
Best after removal of screelock password,5,2024-05-13,Dashen,Google Play
"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10,Dashen,Google Play
"Dashen Bank is the gold standard of banking in Ethiopia! The mobile app makes banking convenient and efficient. Plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10,Dashen,Google Play
ማይ,1,2024-05-09,Dashen,Google Play
Doesn't work most of the time,1,2024-05-09,Dashen,Google Play
that is awesome,5,2024-05-01,Dashen,Google Play
"It's so boring.... I don't wanna say this but this app so tough to take action. It's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30,Dashen,Google Play
Jafare has fyguhfiwudgg,5,2024-04-25,Dashen,Google Play
it's fine,5,2024-04-20,Dashen,Google Play
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-20,Dashen,Google Play
Wow amazing platform 🙏,5,2024-04-17,Dashen,Google Play
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12,Dashen,Google Play
Why dont update,5,2024-04-06,Dashen,Google Play
This app is so good and its an interesting,3,2024-03-29,Dashen,Google Play
The best easy banking app ever @ Ethiopia,5,2024-03-26,Dashen,Google Play
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25,Dashen,Google Play
Excellent and Easy to use.,5,2024-03-25,Dashen,Google Play
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23,Dashen,Google Play
It's good app,5,2024-03-22,Dashen,Google Play
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22,Dashen,Google Play
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-22,Dashen,Google Play
Special for me,5,2024-03-21,Dashen,Google Play
Baset app,5,2024-03-20,Dashen,Google Play
it is good App,4,2024-03-19,Dashen,Google Play
Nuuroo usmaan gaamilcom,5,2024-03-18,Dashen,Google Play
Very good app,5,2024-03-17,Dashen,Google Play
Student,5,2024-03-17,Dashen,Google Play
Please apply!cardless cash out system🙏,2,2024-03-17,Dashen,Google Play
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17,Dashen,Google Play
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17,Dashen,Google Play
How to use application,5,2024-03-17,Dashen,Google Play
cooooolllllll,5,2024-03-17,Dashen,Google Play
I prefered you b/cs your service charge is very fair.,5,2024-03-16,Dashen,Google Play
Excellent App And Easy To Use Every where.,5,2024-03-16,Dashen,Google Play
ተመችቶናል,4,2024-03-16,Dashen,Google Play
The best app,5,2024-03-16,Dashen,Google Play
Well done Dashen Bank.,4,2024-03-16,Dashen,Google Play
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12,Dashen,Google Play
I m the one here in Dashen bank,5,2024-03-06,Dashen,Google Play
improve more,3,2024-03-04,Dashen,Google Play
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04,Dashen,Google Play
I like this,3,2024-03-03,Dashen,Google Play
Longin fails repeatedly,3,2024-02-28,Dashen,Google Play
One of the best app I have ever seen it's simple to use,5,2024-02-26,Dashen,Google Play
Personal scored,5,2024-02-25,Dashen,Google Play
Welcome,4,2024-02-22,Dashen,Google Play
Needs to be underrated. Bad service,1,2024-02-20,Dashen,Google Play
Easy to use,4,2024-02-15,Dashen,Google Play
Its nice,5,2024-02-12,Dashen,Google Play
Mudeme,5,2024-02-12,Dashen,Google Play
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11,Dashen,Google Play
Past,5,2024-02-10,Dashen,Google Play
Open,1,2024-02-09,Dashen,Google Play
receipt downloading is not avialable in this version,1,2024-02-05,Dashen,Google Play
Not reliable!,1,2024-02-04,Dashen,Google Play
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04,Dashen,Google Play
Exchange rate is not real,5,2024-02-03,Dashen,Google Play
Good Security,5,2024-02-03,Dashen,Google Play
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02,Dashen,Google Play
Its good,5,2024-02-02,Dashen,Google Play
Happy day,4,2024-02-01,Dashen,Google Play
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01,Dashen,Google Play
Too technical.,1,2024-02-01,Dashen,Google Play
🥰🥰🥰🥰,5,2024-02-01,Dashen,Google Play
Fast and secured,5,2024-02-01,Dashen,Google Play
Good but it need additional work it is slow in respond,3,2024-01-31,Dashen,Google Play
My best,5,2024-01-31,Dashen,Google Play
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31,Dashen,Google Play
Its nice please add reprint to get the receit,5,2024-01-31,Dashen,Google Play
Amole 100%,5,2024-01-31,Dashen,Google Play
I like it this app,4,2024-01-31,Dashen,Google Play
Smart and best always !,5,2024-01-30,Dashen,Google Play
Dashed Bank A...,5,2024-01-29,Dashen,Google Play
ያማችኋል አይሰራም,1,2024-01-22,Dashen,Google Play
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-22,Dashen,Google Play
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17,Dashen,Google Play
Excellent quality Applications Dashen bank for ever,5,2024-01-15,Dashen,Google Play
Way,5,2024-01-13,Dashen,Google Play
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31,Dashen,Google Play
Well improved!,4,2023-12-29,Dashen,Google Play
Keeps hanging ..,3,2023-12-24,Dashen,Google Play
It's exceptional,5,2023-12-24,Dashen,Google Play
